"id";"time";"attrstring";"value"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:21:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:21:00+07";"";"1.752"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:21:15+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:22:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:22:00+07";"";"1.777"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:22:14+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:23:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:23:00+07";"";"1.776"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:23:12+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:24:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:24:00+07";"";"1.777"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:24:11+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:25:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:25:00+07";"";"1.749"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:25:10+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:26:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:26:00+07";"";"1.769"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:26:08+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:27:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:27:00+07";"";"1.770"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:27:07+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:28:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:28:00+07";"";"1.767"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:28:05+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:29:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:29:00+07";"";"1.745"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:29:04+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:30:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:30:00+07";"";"1.780"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:30:03+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:31:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:31:00+07";"";"1.884"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:31:02+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:32:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:32:00+07";"";"1.884"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:32:00+07";"";"50.8"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:32:59+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:33:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:33:00+07";"";"1.851"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:33:57+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:34:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:34:00+07";"";"1.871"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:34:56+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:35:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:35:00+07";"";"1.868"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:35:54+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:36:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:36:00+07";"";"1.840"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:36:53+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:37:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:37:00+07";"";"1.725"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:37:51+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:38:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:38:00+07";"";"1.749"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:38:50+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:39:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:39:00+07";"";"1.750"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:39:48+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:40:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:40:00+07";"";"1.751"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:40:47+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:41:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:41:00+07";"";"1.731"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:41:46+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:42:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:42:00+07";"";"1.752"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:42:44+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:43:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:43:00+07";"";"1.750"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:43:43+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:44:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:44:00+07";"";"1.748"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:44:41+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:45:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:45:00+07";"";"1.724"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:45:40+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:46:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:46:00+07";"";"1.750"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:46:39+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:47:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:47:00+07";"";"1.746"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:47:37+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:48:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:48:00+07";"";"1.743"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:48:36+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:49:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:49:00+07";"";"1.722"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:49:34+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:50:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:50:00+07";"";"1.743"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:50:33+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:51:00+07";"";"0.009"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:51:00+07";"";"1.744"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:51:32+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:52:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:52:00+07";"";"1.754"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:52:30+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:53:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:53:00+07";"";"1.846"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:53:29+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:54:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:54:00+07";"";"1.864"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:54:27+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:55:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:55:00+07";"";"1.858"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:55:26+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:56:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:56:00+07";"";"1.856"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:56:25+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:57:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:57:00+07";"";"1.829"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:57:23+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:58:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:58:00+07";"";"1.853"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:58:22+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:59:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:59:00+07";"";"1.853"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:59:20+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:00:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:00:00+07";"";"1.849"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:00:19+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:01:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:01:00+07";"";"1.825"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:01:17+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:02:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:02:00+07";"";"1.847"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:02:16+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:03:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:03:00+07";"";"1.841"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:03:15+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:04:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:04:00+07";"";"1.839"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:04:13+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:05:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:05:00+07";"";"1.811"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:05:12+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:06:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:06:00+07";"";"1.822"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:06:10+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:07:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:07:00+07";"";"1.820"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:07:09+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:08:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:08:00+07";"";"1.824"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:08:07+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:09:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:09:00+07";"";"1.812"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:09:06+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:10:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:10:00+07";"";"1.845"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:10:05+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:11:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:11:00+07";"";"1.735"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:11:03+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:12:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:12:00+07";"";"1.719"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:12:01+07";"";"50.8"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:13:00+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:13:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:13:00+07";"";"1.693"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:13:58+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:14:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:14:00+07";"";"1.719"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:14:57+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:15:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:15:00+07";"";"1.716"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:15:56+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:16:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:16:00+07";"";"1.718"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:16:55+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:17:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:17:00+07";"";"1.693"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:17:53+07";"";"50.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:18:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:18:00+07";"";"1.716"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:18:52+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:19:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:19:00+07";"";"1.716"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:19:50+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:20:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:20:00+07";"";"1.713"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:20:49+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:21:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:21:00+07";"";"1.688"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:21:47+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:22:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:22:00+07";"";"1.709"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:22:46+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:23:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:23:00+07";"";"1.707"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:23:44+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:24:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:24:00+07";"";"1.704"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:24:43+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:25:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:25:00+07";"";"1.683"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:25:41+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:26:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:26:00+07";"";"1.706"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:26:41+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:27:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:27:00+07";"";"1.704"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:27:39+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:28:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:28:00+07";"";"1.699"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:28:38+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:29:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:29:00+07";"";"1.675"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:29:37+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:30:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:30:00+07";"";"1.700"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:30:35+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:31:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:31:00+07";"";"1.715"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:31:34+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:32:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:32:00+07";"";"1.685"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:32:32+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:33:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:33:00+07";"";"1.649"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:33:31+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:34:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:34:00+07";"";"1.670"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:34:29+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:35:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:35:00+07";"";"1.669"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:35:28+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:36:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:36:00+07";"";"1.666"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:36:26+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:37:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:37:00+07";"";"1.642"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:37:24+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:38:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:38:00+07";"";"1.665"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:38:23+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:39:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:39:00+07";"";"1.670"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:39:22+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 04:40:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 04:40:00+07";"";"1.670"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 04:40:20+07";"";"50.6"
